S003929816 Acidimicrobium ferrooxidans (T); ICP.	Root;Bacteria;"Actinobacteria";Actinobacteria;Acidimicrobidae;Acidimicrobiales;"Acidimicrobineae";Acidimicrobiaceae;Acidimicrobium.
S000260777 Fusobacterium nucleatum (T); NCTC 11326T.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S000260849 Fusobacterium periodonticum (T); ATCC 33693T.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S000340895 Fusobacterium nucleatum (T); ATCC 10953.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S000417699 Fusobacterium canifelinum (T); RMA 1036; Q20.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S000628788 Fusobacterium necrophorum (T); ATCC 25286.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S000968892 Fusobacterium necrophorum (T); type strain: DSM 19678.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S001610885 Fusobacterium necrophorum (T); JCM 3724.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S002288476 Fusobacterium nucleatum (T); ATCC 25586.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S002288618 Fusobacterium nucleatum (T); ATCC 25586.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S002951974 Fusobacterium varium (T); ATCC 8501.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S002951975 Fusobacterium mortiferum (T); ATCC 25557.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S002951976 Fusobacterium necrogenes (T); ATCC 25556.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S004056777 Fusobacterium russii (T); ATCC 25533.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S004056778 Fusobacterium perfoetens (T); ATCC 29250.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S004056779 Fusobacterium simiae (T); ATCC 33568.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S004064229 Fusobacterium nucleatum (T); ATCC 25586.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S004064230 Fusobacterium nucleatum (T); ATCC 25586.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S004064231 Fusobacterium nucleatum (T); ATCC 25586.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Fusobacterium.
S000018604 Ilyobacter polytropus (T); DSM 2926 T.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S000019144 Ilyobacter tartaricus (T); DSM 2382 T.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S000022851 Ilyobacter insuetus (T); DSM 6831 T.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S004061653 Ilyobacter polytropus (T); DSM 2926.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S004061654 Ilyobacter polytropus (T); DSM 2926.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S004061655 Ilyobacter polytropus (T); DSM 2926.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S004061656 Ilyobacter polytropus (T); DSM 2926.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S004061657 Ilyobacter polytropus (T); DSM 2926.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S004061658 Ilyobacter polytropus (T); DSM 2926.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Ilyobacter.
S000011991 Propionigenium maris (T); 10succ1.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Propionigenium.
S000127119 Propionigenium modestum (T).	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Propionigenium.
S000379106 Psychrilyobacter atlanticus (T); HAW-EB21.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Psychrilyobacter.
S000260980 Clostridium rectum (T); NCIMB 10651.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Fusobacteriaceae";Clostridium XIX.
S000018119 Leptotrichia trevisanii (T).	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S000434620 Leptotrichia wadei (T); LB16.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S000434621 Leptotrichia hofstadii (T); LB23.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S000434624 Leptotrichia shahii (T); LB37.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S000434625 Leptotrichia goodfellowii (T); LB57.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S001156497 Leptotrichia hongkongensis (T); HKU24.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S002287673 Leptotrichia buccalis (T); DSM 1135.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S002288360 Leptotrichia buccalis (T); DSM 1135.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S002288702 Leptotrichia buccalis (T); DSM 1135.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S002288939 Leptotrichia buccalis (T); DSM 1135.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S004062053 Leptotrichia buccalis (T); DSM 1135.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Leptotrichia.
S004056776 Sebaldella termitidis (T); ATCC 33386.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Sebaldella.
S000096693 Sneathia sanguinegens (T); CCUG 41628T.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Sneathia.
S000022303 Streptobacillus moniliformis (T); ATCC 14647, Type strain.	Root;Bacteria;"Fusobacteria";Fusobacteriia;"Fusobacteriales";"Leptotrichiaceae";Streptobacillus.
S000251887 Gemmatimonas aurantiaca (T); T-27.	Root;Bacteria;"Gemmatimonadetes";Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas.
S000358543 Lentisphaera araneosa (T); HTCC2155.	Root;Bacteria;"Lentisphaerae";"Lentisphaeria";Lentisphaerales;"Lentisphaeraceae";Lentisphaera.
S000434907 Victivallis vadensis (T); Cello.	Root;Bacteria;"Lentisphaerae";"Lentisphaeria";Victivallales;"Victivallaceae";Victivallis.
S002165172 Oligosphaera ethanolica (T); 8KG-4.	Root;Bacteria;"Lentisphaerae";Oligosphaeria;Oligosphaerales;Oligosphaeraceae;Oligosphaera.
S000014647 Leptospirillum ferrooxidans (T); L15; DSM 2705.	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Leptospirillum.
S000392207 Leptospirillum ferriphilum (T); ATCC 49881.	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Leptospirillum.
S000005124 Nitrospira moscoviensis (T).	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Nitrospira.
S000011652 Thermodesulfovibrio islandicus (T); R1ha3.	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Thermodesulfovibrio.
S000382528 Thermodesulfovibrio aggregans (T); TGE-P1.	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Thermodesulfovibrio.
S000569881 Thermodesulfovibrio thiophilus (T); TDV.	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Thermodesulfovibrio.
S000569882 Thermodesulfovibrio yellowstonii (T); YP87.	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Thermodesulfovibrio.
S000770171 Thermodesulfovibrio hydrogeniphilus (T); Hbr5.	Root;Bacteria;Nitrospirae;"Nitrospira";"Nitrospirales";"Nitrospiraceae";Thermodesulfovibrio.
S000016660 Blastopirellula marina (T); IFAM 1313.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Blastopirellula.
S000006614 Gemmata obscuriglobus (T); UQM 2246; mp18 HH1, mp19 HH2.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Gemmata.
S000011962 Isosphaera pallida (T); DSM 9630T.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Isosphaera.
S000005131 Planctomyces brasiliensis (T); DSM 5305T.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces.
S000008536 Planctomyces maris (T); DSM 8797T.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces.
S000013732 Planctomyces limnophilus (T); IFAM 1008.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces.
S002355495 Planctomyces brasiliensis (T); DSM 5305.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces.
S002355497 Planctomyces brasiliensis (T); DSM 5305.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces.
S004061679 Planctomyces brasiliensis (T); DSM 5305.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces.
S004061680 Planctomyces brasiliensis (T); DSM 5305.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces.
S000528536 Rhodopirellula baltica (T); 1.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula.
S000804520 Schlesneria paludicola (T); type strain: MPL7.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria.
S000925699 Singulisphaera acidiphila (T); type strain:ATCC BAA-1392=MOB10.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Singulisphaera.
S000650674 Zavarzinella formosa (T); type strain: A10.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Zavarzinella.
S000736608 Aquisphaera giovannonii (T); OJF2.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Aquisphaera.
S002963694 Telmatocola sphagniphila (T); SP2.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Telmatocola.
S002289094 Pirellula staleyi (T); DSM 6068.	Root;Bacteria;"Planctomycetes";Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula.
S001578034 Phycisphaera mikurensis (T); NBRC 102666; FYK2301M01.	Root;Bacteria;"Planctomycetes";Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera.
S000007886 Asticcacaulis biprosthecium (T); DSM 4723(T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis.
S000547981 Asticcacaulis taihuensis (T); T3-B7.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis.
S000592821 Asticcacaulis benevestitus (T); type strain: Z-0023.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis.
S000015594 Brevundimonas diminuta (T); IAM 12691.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112396 Brevundimonas vesicularis (T); LMG 2350 (T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112621 Brevundimonas vancanneytii (T); type strain: LMG 2337.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112622 Brevundimonas bacteroides (T); LMG15096T.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112623 Brevundimonas variabilis (T); ATCC 15255 (T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112624 Brevundimonas subvibrioides (T); LMG 14903T.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112626 Brevundimonas poindexterae (T); FWC40.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112627 Brevundimonas staleyi (T); FWC43.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112772 Brevundimonas alba (T);  DSM 4736.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000112774 Brevundimonas mediterranea (T); V4.BO.10.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000113115 Brevundimonas aurantiaca (T);  DSM 4731.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000113250 Brevundimonas intermedia (T); ATCC 15262(T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000334613 Brevundimonas nasdae (T); GTC1043.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000436822 Brevundimonas halotolerans (T); MCS24.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000468979 Brevundimonas bullata (T); IAM 13153.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000516043 Brevundimonas kwangchunensis (T); KSL-102.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000639496 Brevundimonas terrae (T); KSL-145.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000649816 Brevundimonas aveniformis (T); EMB102.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000806230 Brevundimonas lenta (T); DS-18.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000942756 Brevundimonas basaltis (T); J22.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S001264853 Brevundimonas naejangsanensis (T); BIO-TAS2-2.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S002906919 Brevundimonas faecalis (T); type strain: CS20.3.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S003609826 Brevundimonas abyssalis (T); TAR-001; MBCN05-1.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas.
S000012709 Caulobacter vibrioides (T); CB51.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter.
S000112393 Caulobacter henricii (T); ATCC 15253(T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter.
S000112395 Caulobacter mirabilis (T); type strain: FWC 38.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter.
S000113111 Caulobacter fusiformis (T); ATCC 15257(T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter.
S000382669 Caulobacter segnis (T); MBIC2835.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter.
S000010431 Phenylobacterium immobile (T); E (T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium.
S000112617 Phenylobacterium conjunctum (T); type strain: FWC 21.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium.
S000386315 Phenylobacterium koreense (T); Slu-01.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium.
S000462805 Phenylobacterium lituiforme (T); FaiI3.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium.
S000470966 Phenylobacterium haematophilum (T); type strain: LMG 11050.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium.
S000544176 Phenylobacterium falsum (T); type strain: AC-49.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium.
S000902734 Phenylobacterium composti (T); 4T-6.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium.
S000594454 Hellea balneolensis (T); 26III/A02/215.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hellea.
S000893306 Henriciella marina (T); Iso4.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella.
S001153964 Henriciella aquimarina (T); P38.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella.
S001189273 Henriciella litoralis (T); SD10.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella.
S000004495 Hirschia baltica (T); DSM 5838T.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia.
S001588649 Hirschia maritima (T); type strain: GSW-2.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia.
S003299678 Hirschia litorea (T); M-M23.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia.
S000112501 Hyphomonas jannaschiana (T); ATCC 33883 (T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S000112779 Hyphomonas polymorpha (T); DSM2665 (T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S000428567 Hyphomonas adhaerens (T); MHS-3.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S000428568 Hyphomonas johnsonii (T); MHS-2.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S000428571 Hyphomonas hirschiana (T); VP-5.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S000428572 Hyphomonas rosenbergii (T); VP-6.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S000428574 Hyphomonas oceanitis (T); SCH-89.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S004063920 Hyphomonas neptunium (T); ATCC 15444.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas.
S001189276 Robiginitomaculum sp. G5 (T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas.
S000103720 Maricaulis virginensis (T); VC5.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis.
S000112632 Maricaulis maris (T); ATCC 15268 (T).	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis.
S000112633 Maricaulis salignorans (T); MCS18.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis.
S000112990 Maricaulis washingtonensis (T); MCS06.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis.
S000114852 Maricaulis parjimensis (T); MCS25.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis.
S000251239 Oceanicaulis alexandrii (T); C116-18.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis.
S002167669 Oceanicaulis stylophorae (T); GISW-4.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis.
S001611308 Ponticaulis koreensis (T); type strain: GSW-23.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Ponticaulis.
S000859420 Robiginitomaculum antarcticum (T); IMCC3195.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Robiginitomaculum.
S000366610 Woodsholea maritima (T); type strain:CM243.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Woodsholea.
S003612728 Marinicauda pacifica (T); p-1km-3.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Marinicauda.
S001291953 Kiloniella laminariae (T); type strain: LD81.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Kiloniella.
S000541016 Kordiimonas gwangyangensis (T); GW14-5.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Kordiimonadales;"Kordiimonadaceae";Kordiimonas.
S001352510 Kordiimonas lacus (T); S3-22.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Kordiimonadales;"Kordiimonadaceae";Kordiimonas.
S001873819 Kordiimonas aquimaris (T); MEBiC06554.	Root;Bacteria;"Proteobacteria";Alphaproteobacteria;Kordiimonadales;"Kordiimonadaceae";Kordiimonas.
